,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,job
23,0.013156246,0.090213824,0.025219795,-0.022434379,0.129948897,0.121936909,-0.006100497,0.286400006,0.178523493,-0.073731822,0.012463786,-0.061976376,-0.133042245,-0.047348377,-0.018198298,0.161177982,0.008688084,-0.162871012,-0.251880237,0.523962862,"data,analytics"
24,0.00513858,0.08758381,0.043339506,-0.033754715,0.062141242,0.090934128,0.048598268,-0.031870942,0.045102861,-0.03649342,0.242687774,0.015774278,-0.092926978,-0.011371789,0.05258828,0.13010816,0.297517175,-0.008206458,0.234322625,0.011718234,"data,analytics"
26,0.039499963,0.489527883,-0.049065466,0.278222754,0.586175708,-0.451903526,-0.035489596,-0.311659507,0.011555958,-0.098061511,-0.069970551,0.056624198,-0.077068018,0.02110779,-0.026009879,0.040850405,-0.004994239,-0.007680355,0.014267114,0.032146453,"data,analytics"
27,0.984185573,-0.077161318,-0.003351419,0.003039153,-0.02815463,-0.030447565,0.005286586,0.013592937,-0.004818418,-0.110805528,0.028590245,-0.055655613,0.001010266,-0.034117388,0.010152476,0.009710229,-0.019156279,0.01076607,0.026431225,-0.037978395,"data,scientist"
28,0.021821578,0.389852679,0.826392792,0.091670214,-0.33130247,-0.192308729,-0.02792788,0.041016518,0.044023947,0.038093991,0.003838363,0.002529009,-0.009424749,-0.006952092,-0.003248716,0.011336809,0.012099528,-0.024960093,-0.009365269,-0.003185552,"data,scientist"
29,0.025063781,0.447250837,-0.375083903,0.666474633,-0.35854171,0.145518071,0.031554883,0.043417829,0.002921257,-0.004343187,0.013839549,0.019996889,0.002840151,0.005914719,0.027720615,0.017650021,0.006339202,-0.011076835,-0.013242222,-0.011175477,"data,scientist"
30,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
31,0.049022719,0.268973419,-0.002782041,-0.075000347,0.18564077,0.099472815,0.048849147,0.207302214,-0.300189384,0.401297175,0.03910192,0.051993076,-0.110687342,-0.295377077,-0.046100476,0.313135473,-0.050238396,0.129826676,-0.003343299,-0.001094211,"senior,data,scientist	"
32,0.984185573,-0.077161318,-0.003351419,0.003039153,-0.02815463,-0.030447565,0.005286586,0.013592937,-0.004818418,-0.110805528,0.028590245,-0.055655613,0.001010266,-0.034117388,0.010152476,0.009710229,-0.019156279,0.01076607,0.026431225,-0.037978395,"data,scientist"
33,0.984185573,-0.077161318,-0.003351419,0.003039153,-0.02815463,-0.030447565,0.005286586,0.013592937,-0.004818418,-0.110805528,0.028590245,-0.055655613,0.001010266,-0.034117388,0.010152476,0.009710229,-0.019156279,0.01076607,0.026431225,-0.037978395,"data,scientist"
34,0.019139573,0.216973322,0.060312037,-0.018131292,0.113050894,0.097927088,-0.03889969,-0.019569426,-0.104857241,-0.007641532,-0.011463476,-0.030617019,0.12745254,-0.209851421,0.226645615,-0.24967527,0.230124309,-0.199757182,-0.16123663,-0.153566051,"data,analytics"
35,0.029876385,0.331942069,0.040357656,-0.007819168,0.241429287,0.04809211,0.091110232,0.041639363,-0.013078841,0.141265608,0.424224667,-0.372260956,0.215293683,0.234774545,0.211303032,-0.028504581,0.034227538,0.012893365,-0.056279885,0.007712611,"data,analytics"
36,0.007823475,0.119059686,0.056193917,-0.042972763,0.088147487,0.185856099,0.022383397,-0.068755431,0.010144687,-0.015514961,0.170338417,0.00921683,-0.196483681,-0.149951066,0.093501205,-0.00468573,0.278147295,-0.28279386,0.500725269,0.038442724,"senior,data,scientist	"
37,0.026765617,0.31591643,0.019031449,0.021369233,0.392874549,0.041759694,-0.017760148,0.692433801,0.386238361,-0.08564222,-0.12323191,0.08804307,-0.063778565,0.038968392,0.018289164,-0.132940978,-0.058951559,0.054228706,0.108688167,-0.076656993,"senior,data,scientist	"
38,0.01936542,0.246350662,0.036090067,-0.081605613,0.070361943,0.120857048,-0.076106211,-0.055748216,-0.075614291,-0.075622691,-0.051762844,-0.097057558,0.068997689,-0.082281226,-0.080836717,-0.135237097,-0.053084453,0.263060355,-0.239258937,-0.127816166,"ai,ml,developer	"
41,0.039499963,0.489527883,-0.049065466,0.278222754,0.586175708,-0.451903526,-0.035489596,-0.311659507,0.011555958,-0.098061511,-0.069970551,0.056624198,-0.077068018,0.02110779,-0.026009879,0.040850405,-0.004994239,-0.007680355,0.014267114,0.032146453,"data,analytics"
42,0.984185573,-0.077161318,-0.003351419,0.003039153,-0.02815463,-0.030447565,0.005286586,0.013592937,-0.004818418,-0.110805528,0.028590245,-0.055655613,0.001010266,-0.034117388,0.010152476,0.009710229,-0.019156279,0.01076607,0.026431225,-0.037978395,"data,scientist"
43,0.021821578,0.389852679,0.826392792,0.091670214,-0.33130247,-0.192308729,-0.02792788,0.041016518,0.044023947,0.038093991,0.003838363,0.002529009,-0.009424749,-0.006952092,-0.003248716,0.011336809,0.012099528,-0.024960093,-0.009365269,-0.003185552,"data,scientist"
44,0.015632193,0.156055077,0.07242166,-0.116205877,-0.029264419,0.154200106,-0.021531399,-0.137967394,0.008244442,-0.049599887,-0.027206764,0.142209374,0.018811719,-0.121986959,0.241951521,-0.305363269,0.021565597,0.292743208,0.087430299,0.350699928,"data,scientist"
45,0.006353597,0.088345055,0.051109667,-0.028519736,0.082272797,0.232254155,-0.019846097,-0.123826429,0.113489647,0.008814334,0.139099423,-0.225390535,-0.153834817,0.06228761,-0.314074219,-0.040992216,0.060364756,-0.000630664,0.085184983,-0.043346732,"ai,ml,developer	"
46,0.013982611,0.186494195,0.005279107,-0.07627715,0.076639376,0.068098739,0.129115193,0.001907745,-0.047028487,-0.114169831,0.113920316,0.221260195,0.621750586,-0.059073644,-0.284623032,0.008495248,-0.014915569,-0.177510586,0.167642063,0.161495916,"ai,ml,developer	"
47,0.357741839,-0.008452674,0.004072863,-0.001337218,0.019800424,0.016270102,-0.023402355,0.088329813,-0.253655636,0.130357181,-0.039114427,0.247694684,-0.082618201,0.492182746,-0.210414204,-0.208797125,0.466489029,0.058211659,-0.162060875,0.062967486,"data,analytics"
48,0.053147664,0.111563549,0.071074953,-0.03924216,0.107174103,0.351015129,0.023042744,-0.29687571,0.437278406,0.328081344,0.00947072,-0.040091387,-0.033674258,0.119728677,-0.224294457,0.044916242,0.019513793,-0.043938997,0.009677546,-0.094538426,"ai,ml,developer	"
49,0.004570599,0.086869399,0.117384726,-0.024495993,0.038408613,0.101734283,0.921465619,-0.035863746,-0.090314034,-0.087273673,-0.166983069,-0.007440507,-0.081691993,-0.043749999,-0.115430012,-0.020744714,-0.037132497,-0.020387715,-0.053095199,0.008152625,"ai,ml,developer	"
50,0.002167481,0.04440067,-0.016671542,0.053435026,-0.020762827,0.046800266,0.024903703,0.002676751,0.008462105,-0.024112059,0.080544387,0.043701489,0.108264629,-0.033527587,-0.067356224,0.062515221,0.085649922,0.135744382,0.214728474,0.074666283,"data,scientist"
51,0.024346311,0.277965749,0.082480628,0.0396226,0.180347575,-0.113279803,-0.007845509,0.102042212,0.046955753,0.049732192,0.045747028,0.013229995,0.089332766,-0.058955025,0.031559472,-0.034547142,0.133808973,-0.000301359,-0.084252455,-0.152534755,"data,analytics"
52,0.023087312,0.254840657,-0.026611141,-0.061414957,0.11116266,-0.035328821,0.015889669,0.091433867,-0.095114377,0.207225664,0.130537083,-0.036819954,0.088622223,-0.263984501,-0.118411626,0.202433661,0.041352005,0.449758526,-0.02502645,-0.097742957,"ai,ml,developer	"
53,0.003729307,0.063711281,0.031639595,-0.024434269,0.045736326,0.069673842,0.039275768,-0.027332216,0.035456544,-0.040115174,0.163693813,0.029976735,-0.026849807,0.003028106,0.016606635,0.102866195,0.178378571,0.112737041,0.199955863,-0.008331823,"data,analytics"
54,0.023631134,0.228236017,-0.016723592,0.015811354,0.144439269,-0.062758178,0.00970536,0.078928137,-0.080945348,0.077965446,0.070218844,0.054764782,0.596028885,-0.134795327,-0.267959515,-0.107478972,-0.045791241,-0.233657707,0.053284498,0.036292589,"data,analytics"
56,0.004570599,0.086869399,0.117384726,-0.024495993,0.038408613,0.101734283,0.921465619,-0.035863746,-0.090314034,-0.087273673,-0.166983069,-0.007440507,-0.081691993,-0.043749999,-0.115430012,-0.020744714,-0.037132497,-0.020387715,-0.053095199,0.008152625,"ai,ml,developer	"
57,0.026010816,0.283540563,0.037044584,-0.004761708,0.246412193,0.17289153,-0.003244139,0.075684088,0.071318381,0.152036406,0.291586436,-0.458385387,0.108500124,0.159807258,-0.027348249,-0.098316842,-0.011212362,-0.064892246,-0.098549599,0.056651018,"ai,ml,developer	"
58,0.026765617,0.31591643,0.019031449,0.021369233,0.392874549,0.041759694,-0.017760148,0.692433801,0.386238361,-0.08564222,-0.12323191,0.08804307,-0.063778565,0.038968392,0.018289164,-0.132940978,-0.058951559,0.054228706,0.108688167,-0.076656993,"data,scientist"
59,0.039499963,0.489527883,-0.049065466,0.278222754,0.586175708,-0.451903526,-0.035489596,-0.311659507,0.011555958,-0.098061511,-0.069970551,0.056624198,-0.077068018,0.02110779,-0.026009879,0.040850405,-0.004994239,-0.007680355,0.014267114,0.032146453,"data,scientist"
60,0.984185573,-0.077161318,-0.003351419,0.003039153,-0.02815463,-0.030447565,0.005286586,0.013592937,-0.004818418,-0.110805528,0.028590245,-0.055655613,0.001010266,-0.034117388,0.010152476,0.009710229,-0.019156279,0.01076607,0.026431225,-0.037978395,"data,scientist"
61,0.021821578,0.389852679,0.826392792,0.091670214,-0.33130247,-0.192308729,-0.02792788,0.041016518,0.044023947,0.038093991,0.003838363,0.002529009,-0.009424749,-0.006952092,-0.003248716,0.011336809,0.012099528,-0.024960093,-0.009365269,-0.003185552,"data,scientist"
62,0.023337996,0.419691992,-0.356360764,0.63983414,-0.345039248,0.142636564,0.031191972,0.043340469,0.002939797,-0.004393724,0.014243263,0.020728709,0.002881504,0.006197776,0.029159091,0.018654175,0.0068904,-0.011922851,-0.014248825,-0.012034663,"data,scientist"
63,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
64,0.50538426,-0.031343853,0.009193455,-0.008155474,0.005143654,0.138560409,0.021881699,-0.271720172,0.48274961,0.430105347,-0.15762019,0.185546737,0.138388747,0.027670059,0.068852911,0.067507687,-0.03622815,-0.016323035,-0.087425906,0.000961173,"data,analytics"
65,0.452382148,-0.013792567,0.014953178,-0.014757218,0.015278856,0.172921075,0.022889181,-0.289839872,0.476739522,0.445484978,-0.188311235,0.214375398,0.119860754,-0.017125319,0.14885879,0.006276963,-0.012307196,0.008125727,-0.055031265,0.066807921,"data,analytics"
66,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
67,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
68,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
69,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
70,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
71,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
72,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
73,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
74,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
75,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
76,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
77,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
78,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
79,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
80,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
81,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
82,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
83,0.038390787,0.657445261,-0.371127991,-0.534560036,-0.310072314,-0.167817167,0.007054526,-0.030855998,0.061583875,-0.013539963,-0.024598107,-0.022205385,-0.0484789,0.064213523,-0.021325865,0.004935574,-0.015928701,-0.011844564,0.030367528,0.010844701,"acturial,data,scientist	"
84,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
85,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
86,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
87,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
88,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
89,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
90,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
91,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
92,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
93,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
94,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
95,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
96,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
97,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
98,0.311150135,-0.022503311,0.000122726,-0.000451624,-0.001509568,-0.000142539,0.001264561,0.054596572,0.031859755,-0.089773586,0.034197721,-0.055628359,-0.071836682,-0.061502681,-0.014328881,0.099819288,-0.001615492,-0.125247445,-0.193483018,0.590963372,"senior,data,scientist	"
